model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 A3;2016;10999;Manual;36281;Diesel;0;74.3;1.6;audi
 A1;2016;12999;Manual;22085;Petrol;30;55.4;1.4;audi
 Q5;2015;19990;Automatic;43000;Diesel;200;45.6;3.0;audi
 Q5;2019;33000;Automatic;7500;Diesel;145;38.2;2.0;audi
 A4;2019;27000;Automatic;9000;Diesel;145;47.9;2.0;audi
 A3;2017;18995;Manual;16668;Diesel;145;70.6;1.6;audi
 A4;2016;15950;Semi-Auto;35000;Diesel;20;70.6;2.0;audi
 A5;2019;31990;Automatic;5000;Diesel;145;47.1;2.0;audi
 Q3;2016;14399;Manual;32726;Diesel;30;61.4;2.0;audi
 A5;2014;14745;Semi-Auto;39018;Diesel;145;53.3;2.0;audi
 Q3;2019;33990;Automatic;10;Petrol;145;38.2;1.5;audi
 A1;2015;11995;Manual;26000;Petrol;0;67.3;1.0;audi
 A1;2012;6999;Manual;75187;Petrol;125;53.3;1.4;audi
 Q3;2017;19990;Manual;20000;Petrol;145;49.6;1.4;audi
 A4;2018;20990;Semi-Auto;18373;Petrol;150;49.6;1.4;audi
 A1;2015;11798;Manual;50730;Petrol;30;58.9;1.4;audi
 Q2;2018;22999;Automatic;12210;Petrol;145;52.3;1.4;audi
 A6;2018;16600;Automatic;22958;Petrol;145;50.4;1.8;audi
 A5;2018;27995;Semi-Auto;10312;Diesel;150;51.4;3.0;audi
 A5;2012;8975;Manual;70000;Diesel;125;60.1;2.0;audi
 A1;2020;25790;Automatic;3222;Petrol;145;44.1;1.5;audi
 A6;2019;36450;Semi-Auto;5535;Diesel;145;39.2;3.0;audi
 Q7;2019;48266;Automatic;7511;Diesel;145;32.8;3.0;audi
 A4;2014;12990;Semi-Auto;61000;Diesel;125;58.9;2.0;audi
 Q7;2018;40755;Automatic;12200;Diesel;145;33.2;3.0;audi
 A4;2016;13450;Manual;55000;Diesel;30;64.2;2.0;audi
 RS4;2006;17999;Manual;66000;Petrol;535;20.3;4.2;audi
 Q2;2017;20750;Semi-Auto;15709;Petrol;125;52.3;1.4;audi
 Q5;2015;19698;Manual;39056;Diesel;200;47.9;2.0;audi
 A1;2013;9991;Semi-Auto;52278;Petrol;125;53.3;1.4;audi
 A4;2018;27995;Semi-Auto;17656;Petrol;150;36.7;3.0;audi
 A5;2019;32900;Semi-Auto;500;Petrol;145;39.8;2.0;audi
 A1;2018;15500;Manual;8000;Petrol;150;55.4;1.4;audi
 Q5;2016;20700;Semi-Auto;32268;Diesel;200;47.1;2.0;audi
 A4;2019;26570;Automatic;14875;Petrol;145;38.2;2.0;audi
 A6;2014;13541;Semi-Auto;79965;Diesel;30;64.2;2.0;audi
 A1;2015;10698;Manual;37458;Petrol;30;55.4;1.4;audi
 Q7;2018;37450;Semi-Auto;26890;Diesel;145;47.9;3.0;audi
 Q7;2019;49990;Automatic;3139;Diesel;145;33.2;3.0;audi
 Q5;2016;24690;Semi-Auto;24271;Diesel;200;47.1;2.0;audi
 Q3;2016;20950;Semi-Auto;28454;Diesel;150;51.4;2.0;audi
 Q5;2012;12990;Automatic;91126;Diesel;300;37.6;3.0;audi
 A4;2014;9990;Manual;49441;Diesel;30;62.8;2.0;audi
 A4;2020;33888;Semi-Auto;4235;Petrol;145;36.2;2.0;audi
 Q5;2016;28881;Semi-Auto;26832;Diesel;235;42.8;3.0;audi
 Q7;2017;53990;Semi-Auto;30427;Diesel;145;39.2;4.0;audi
 A1;2015;8874;Manual;74805;Petrol;30;55.4;1.4;audi
 Q3;2019;35990;Automatic;6675;Petrol;145;38.2;1.5;audi
 TT;2019;54900;Automatic;10;Petrol;145;30.1;2.5;audi
 A3;2015;9299;Manual;78011;Diesel;20;68.9;2.0;audi
 Q5;2019;34450;Semi-Auto;2812;Diesel;145;38.2;2.0;audi
 A1;2016;11645;Manual;20257;Petrol;0;67.3;1.0;audi
 A3;2017;17990;Automatic;42300;Petrol;30;56.5;1.4;audi
 R8;2019;135000;Automatic;1000;Petrol;145;32.8;5.2;audi
 A4;2015;11899;Manual;35762;Diesel;30;65.7;2.0;audi
 A4;2019;26490;Semi-Auto;9461;Diesel;145;47.9;2.0;audi
 Q2;2018;19995;Semi-Auto;10450;Diesel;145;65.7;1.6;audi
 A6;2019;27750;Automatic;9534;Diesel;145;50.4;2.0;audi
 Q3;2019;28888;Automatic;7896;Diesel;145;40.9;2.0;audi
 Q2;2017;15529;Manual;50841;Diesel;145;64.2;1.6;audi
 Q5;2016;22450;Semi-Auto;27266;Diesel;200;47.1;2.0;audi
 A3;2017;14990;Manual;8936;Petrol;20;60.1;1.4;audi
 TT;2015;22299;Manual;19978;Petrol;235;38.7;2.0;audi
 A1;2015;10598;Manual;21438;Petrol;125;52.3;1.4;audi
 A5;2017;24999;Semi-Auto;28300;Petrol;145;53.3;2.0;audi
 A6;2018;27500;Semi-Auto;7825;Diesel;145;50.4;2.0;audi
 Q7;2020;46990;Automatic;5000;Diesel;145;33.6;3.0;audi
 A1;2015;8799;Manual;60585;Diesel;0;80.7;1.6;audi
 A1;2015;12995;Semi-Auto;47887;Petrol;30;56.5;1.4;audi
 Q2;2019;23496;Manual;2891;Petrol;145;43.5;1.0;audi
 A5;2020;32500;Automatic;15;Diesel;145;47.1;2.0;audi
 A1;2019;19685;Manual;10;Petrol;145;49.6;1.0;audi
 Q3;2017;19152;Manual;25000;Petrol;150;49.6;1.4;audi
 A1;2018;14000;Manual;20521;Petrol;150;47.9;1.0;audi
 Q5;2018;40995;Semi-Auto;7968;Petrol;145;34.0;3.0;audi
 A4;2019;43990;Automatic;6500;Diesel;145;39.2;3.0;audi
 A1;2019;22000;Semi-Auto;2100;Petrol;145;40.4;2.0;audi
 A3;2019;18995;Semi-Auto;10522;Petrol;145;43.5;1.5;audi
 A1;2019;21780;Semi-Auto;6661;Petrol;150;47.1;1.0;audi
 A1;2014;7875;Manual;70796;Petrol;30;55.4;1.2;audi
 Q3;2017;19465;Semi-Auto;32516;Diesel;145;51.4;2.0;audi
 A1;2016;10499;Manual;34886;Diesel;0;76.3;1.6;audi
 TT;2018;25495;Semi-Auto;10018;Petrol;145;42.8;2.0;audi
 Q5;2018;30995;Semi-Auto;24408;Petrol;145;40.4;2.0;audi
 A3;2019;29490;Semi-Auto;355;Petrol;150;34.9;2.0;audi
 A3;2019;22910;Automatic;6650;Petrol;145;44.1;1.5;audi
 Q3;2016;21000;Semi-Auto;21500;Diesel;145;54.3;2.0;audi
 RS4;2019;56795;Automatic;4100;Petrol;145;29.1;2.9;audi
 A4;2017;19970;Semi-Auto;26882;Petrol;145;52.3;2.0;audi
 Q5;2017;31252;Semi-Auto;17506;Petrol;145;40.4;2.0;audi
 Q5;2018;37990;Semi-Auto;16022;Petrol;145;34.0;3.0;audi
 A6;2020;35780;Semi-Auto;3503;Diesel;145;47.9;2.0;audi
 A6;2003;2495;Manual;129000;Diesel;325;31.7;2.5;audi
 A1;2017;19250;Manual;16307;Petrol;235;39.8;2.0;audi
 Q2;2019;23990;Manual;100;Diesel;145;49.6;1.6;audi
 A5;2016;21995;Automatic;15901;Petrol;165;45.6;2.0;audi
 Q5;2016;21995;Semi-Auto;26500;Diesel;200;47.1;2.0;audi
 A5;2020;29945;Semi-Auto;5000;Diesel;145;47.1;2.0;audi
 Q5;2018;25990;Semi-Auto;22224;Diesel;145;56.5;2.0;audi
 A6;2015;12794;Automatic;109000;Diesel;30;64.2;2.0;audi
 TT;2017;17445;Manual;39929;Petrol;145;47.1;1.8;audi
 Q5;2019;36050;Automatic;2994;Diesel;145;38.2;2.0;audi
 Q5;2019;33900;Automatic;6318;Diesel;145;38.2;2.0;audi
 Q7;2018;53870;Semi-Auto;12603;Diesel;145;32.1;3.0;audi
 Q5;2019;44033;Semi-Auto;3525;Petrol;145;32.1;2.0;audi
 Q3;2017;18000;Manual;21849;Petrol;145;49.6;1.4;audi
 A4;2019;27695;Semi-Auto;1666;Diesel;145;47.9;2.0;audi
 A5;2015;15990;Semi-Auto;37841;Diesel;150;53.3;2.0;audi
 A7;2016;21895;Semi-Auto;40484;Diesel;145;53.3;3.0;audi
 A6;2016;18350;Automatic;52255;Diesel;30;61.4;2.0;audi
 A4;2016;15472;Manual;51109;Diesel;30;67.3;2.0;audi
 A4;2017;16725;Semi-Auto;75882;Diesel;145;53.3;3.0;audi
 Q3;2019;32990;Automatic;7118;Diesel;145;38.7;2.0;audi
 A4;2017;14798;Manual;30795;Petrol;145;51.4;1.4;audi
 A4;2016;15674;Manual;24828;Petrol;125;49.6;2.0;audi
 Q5;2019;31998;Semi-Auto;30;Petrol;145;33.2;2.0;audi
 A3;2019;25490;Automatic;750;Diesel;145;52.3;1.6;audi
 Q2;2018;17950;Manual;15308;Petrol;145;55.4;1.0;audi
 A6;2019;39490;Semi-Auto;9151;Petrol;145;34.0;2.0;audi
 A4;2018;17990;Manual;40442;Diesel;145;68.9;2.0;audi
 A5;2019;28990;Automatic;2248;Petrol;145;39.8;2.0;audi
 TT;2017;22490;Automatic;21755;Petrol;205;42.8;2.0;audi
 A4;2016;15490;Manual;31000;Diesel;30;64.2;2.0;audi
 A1;2017;13199;Manual;14087;Petrol;30;55.4;1.4;audi
 Q3;2019;29950;Semi-Auto;14401;Petrol;145;31.7;2.0;audi
 A1;2015;9415;Manual;32637;Diesel;0;80.7;1.6;audi
 Q3;2018;19485;Manual;7157;Petrol;145;51.4;1.4;audi
 Q7;2016;28850;Automatic;30781;Diesel;200;47.9;3.0;audi
 A4;2013;9499;Manual;50577;Diesel;30;65.7;2.0;audi
 Q3;2017;19499;Automatic;8646;Petrol;150;47.9;1.4;audi
 A6;2019;27990;Automatic;7400;Diesel;145;50.4;2.0;audi
 A4;2017;16998;Manual;36703;Diesel;30;62.8;2.0;audi
 A5;2017;21898;Semi-Auto;23572;Diesel;145;70.6;2.0;audi
 Q5;2015;22995;Semi-Auto;66000;Diesel;235;42.8;3.0;audi
 RS6;2017;52000;Semi-Auto;47501;Petrol;145;29.4;4.0;audi
 A6;2013;10962;Manual;57062;Diesel;125;57.6;2.0;audi
 Q3;2016;15998;Manual;18419;Petrol;125;50.4;1.4;audi
 Q2;2019;23000;Manual;6500;Diesel;145;49.6;1.6;audi
 Q3;2016;16200;Semi-Auto;16813;Petrol;145;47.9;1.4;audi
 A5;2019;37020;Automatic;20091;Petrol;145;38.7;2.0;audi
 A1;2010;9990;Automatic;38000;Petrol;125;53.3;1.4;audi
 A3;2015;13990;Manual;39000;Petrol;30;57.6;1.4;audi
 A4;2017;17998;Manual;20083;Diesel;145;68.9;2.0;audi
 A3;2013;11490;Manual;35804;Petrol;30;54.3;1.4;audi
 A6;2003;2495;Automatic;117000;Diesel;290;39.8;2.5;audi
 Q3;2017;19990;Manual;21502;Petrol;150;49.6;1.4;audi
 Q3;2019;28995;Manual;1853;Diesel;145;42.8;2.0;audi
 Q8;2019;49495;Automatic;5680;Diesel;145;33.6;3.0;audi
 A4;2019;18998;Manual;3601;Petrol;145;41.5;2.0;audi
 A3;2017;14000;Manual;43990;Petrol;20;60.1;1.0;audi
 Q5;2015;24290;Automatic;49431;Diesel;260;41.5;3.0;audi
 A3;2019;18830;Manual;9640;Petrol;145;42.8;1.5;audi
 A1;2018;16990;Manual;8300;Petrol;145;70.6;1.4;audi
 Q2;2017;19490;Manual;18354;Petrol;145;50.4;1.4;audi
 TT;2016;16995;Manual;29593;Diesel;30;62.8;2.0;audi
 A3;2016;14999;Manual;31254;Petrol;30;58.9;1.4;audi
 Q2;2017;19701;Semi-Auto;18434;Petrol;125;52.3;1.4;audi
 Q2;2020;26500;Automatic;10;Petrol;145;42.2;1.5;audi
 Q3;2019;29490;Automatic;3027;Diesel;145;47.1;2.0;audi
 RS5;2018;47895;Semi-Auto;9641;Petrol;145;32.5;2.9;audi
 A1;2015;12298;Manual;15837;Petrol;30;58.9;1.4;audi
 Q7;2019;45991;Semi-Auto;28;Diesel;145;33.2;3.0;audi
 Q3;2013;14500;Semi-Auto;45793;Petrol;260;36.7;2.0;audi
 Q2;2019;28355;Automatic;6000;Petrol;145;42.2;1.5;audi
 A3;2017;18900;Semi-Auto;27317;Petrol;150;56.5;1.5;audi
 A3;2014;11499;Manual;31036;Diesel;20;67.3;2.0;audi
 A3;2016;15291;Manual;17562;Petrol;30;58.9;1.4;audi
 Q3;2019;34485;Automatic;10;Diesel;145;47.1;2.0;audi
 Q2;2017;20479;Semi-Auto;10894;Petrol;145;52.3;1.4;audi
 RS6;2015;44944;Automatic;35000;Petrol;325;29.4;4.0;audi
 A3;2019;33000;Semi-Auto;4000;Petrol;145;33.2;2.0;audi
 TT;2014;12990;Semi-Auto;45492;Diesel;165;51.4;2.0;audi
 A3;2019;22599;Manual;6600;Diesel;145;51.4;1.6;audi
 A4;2017;19299;Manual;21668;Diesel;145;70.6;2.0;audi
 Q2;2020;23950;Manual;4750;Petrol;145;44.8;1.5;audi
 A1;2019;20490;Semi-Auto;2983;Petrol;145;44.8;1.5;audi
 A1;2016;11990;Automatic;23000;Diesel;0;74.3;1.6;audi
 Q3;2016;19299;Manual;20183;Diesel;145;52.3;2.0;audi
 TT;2016;15995;Manual;52653;Diesel;30;62.8;2.0;audi
 A1;2012;7650;Manual;19200;Petrol;30;55.4;1.2;audi
 A1;2017;8490;Manual;63000;Diesel;145;76.3;1.6;audi
 Q3;2019;29995;Manual;10;Petrol;145;39.8;1.5;audi
 A5;2019;25800;Automatic;2383;Petrol;145;39.8;2.0;audi
 A6;2014;15990;Manual;26000;Diesel;30;62.8;2.0;audi
 A3;2017;18990;Manual;12199;Diesel;145;67.3;2.0;audi
 Q2;2019;26695;Semi-Auto;5295;Petrol;145;39.8;1.5;audi
 Q2;2019;24950;Automatic;7813;Petrol;145;40.9;1.5;audi
 A5;2019;29450;Automatic;4000;Petrol;145;39.8;2.0;audi
 A3;2019;18000;Manual;6000;Diesel;145;49.6;1.6;audi
 A1;2017;12495;Manual;20670;Petrol;30;57.6;1.4;audi
 A5;2019;31990;Manual;6000;Petrol;145;37.2;2.0;audi
 Q7;2018;54490;Automatic;20000;Diesel;145;39.2;4.0;audi
 A3;2019;17500;Automatic;10000;Diesel;145;54.3;1.6;audi
 A1;2019;22490;Semi-Auto;2221;Petrol;145;44.8;1.5;audi
 Q7;2019;42950;Semi-Auto;6935;Diesel;145;33.6;3.0;audi
 A4;2019;25250;Automatic;6999;Diesel;145;48.7;2.0;audi
 A1;2019;19000;Manual;7374;Petrol;145;50.4;1.0;audi
 A4;2016;18303;Automatic;31817;Diesel;30;65.7;2.0;audi
 A7;2018;33950;Automatic;17087;Diesel;150;38.2;3.0;audi
 Q3;2017;21290;Automatic;26653;Diesel;145;53.3;2.0;audi
 A5;2020;30990;Semi-Auto;1500;Petrol;145;39.2;2.0;audi
 Q2;2019;23990;Manual;1707;Diesel;145;49.6;1.6;audi
 Q3;2019;26700;Automatic;5000;Diesel;145;48.7;2.0;audi
 A5;2018;30990;Semi-Auto;4512;Petrol;150;36.7;3.0;audi
 Q7;2019;45800;Automatic;10035;Diesel;145;32.8;3.0;audi
 A3;2016;12498;Manual;29298;Petrol;20;60.1;1.0;audi
 A3;2019;32490;Semi-Auto;5171;Petrol;145;34.5;2.0;audi
 Q5;2019;36490;Automatic;6000;Diesel;145;38.2;2.0;audi
 A3;2016;10990;Manual;57097;Diesel;0;83.1;1.6;audi
 A1;2019;18990;Automatic;4875;Petrol;145;40.9;2.0;audi
 Q7;2016;34750;Automatic;16828;Diesel;200;47.9;3.0;audi
 A3;2016;14050;Semi-Auto;74904;Diesel;125;57.6;2.0;audi
 A6;2019;44990;Semi-Auto;2200;Diesel;145;37.7;3.0;audi
 Q3;2016;15997;Semi-Auto;20792;Petrol;145;47.9;1.4;audi
 A3;2015;14000;Automatic;63000;Hybrid;0;188.3;1.4;audi
 A1;2016;10498;Manual;37148;Petrol;0;67.3;1.0;audi
 A1;2018;14450;Automatic;14655;Petrol;150;64.2;1.0;audi
 Q5;2018;43900;Semi-Auto;3427;Petrol;150;34.0;3.0;audi
 A8;2015;19100;Automatic;34899;Diesel;200;47.9;3.0;audi
 Q7;2015;24500;Semi-Auto;56000;Diesel;200;47.9;3.0;audi
 A3;2012;12595;Manual;41000;Diesel;30;64.2;2.0;audi
 Q5;2008;8495;Manual;83000;Diesel;230;42.1;2.0;audi
 TT;2016;16298;Manual;22697;Diesel;30;62.8;2.0;audi
 Q7;2019;44212;Semi-Auto;6000;Diesel;145;33.2;3.0;audi
 A1;2016;11400;Manual;29606;Petrol;0;67.3;1.0;audi
 Q7;2019;66990;Automatic;6000;Diesel;145;33.2;3.0;audi
 A5;2017;22398;Semi-Auto;17616;Diesel;145;65.7;2.0;audi
 A6;2016;16750;Manual;50764;Diesel;30;61.4;2.0;audi
 A4;2016;14799;Manual;17418;Diesel;0;74.3;2.0;audi
 A4;2013;7990;Automatic;81000;Diesel;125;58.9;2.0;audi
 A3;2016;15995;Manual;14401;Petrol;20;60.1;1.0;audi
 Q3;2015;17750;Manual;32850;Diesel;160;49.6;2.0;audi
 TT;2013;12500;Manual;36516;Diesel;150;53.3;2.0;audi
 A3;2015;11500;Manual;37718;Petrol;30;58.9;1.4;audi
 A5;2019;24590;Automatic;6810;Petrol;145;40.4;2.0;audi
 Q5;2015;22798;Semi-Auto;56960;Diesel;260;41.5;3.0;audi
 A3;2019;18450;Manual;3833;Diesel;145;51.4;1.6;audi
 A1;2015;11210;Manual;27760;Petrol;30;55.4;1.4;audi
 Q2;2019;20000;Manual;741;Diesel;145;49.6;1.6;audi
 A3;2017;13977;Semi-Auto;57000;Diesel;145;72.4;1.6;audi
 A5;2019;37000;Automatic;5117;Diesel;145;45.6;2.0;audi
 A4;2016;13499;Manual;54327;Diesel;20;70.6;2.0;audi
 Q5;2019;36845;Semi-Auto;3143;Petrol;145;32.1;2.0;audi
 A3;2016;16298;Manual;33279;Petrol;30;60.1;1.4;audi
 A6;2016;19990;Automatic;42000;Diesel;145;54.3;3.0;audi
 Q5;2018;33450;Semi-Auto;10443;Petrol;145;40.4;2.0;audi
 Q3;2017;19995;Manual;22620;Petrol;145;49.6;1.4;audi
 A4;2018;21498;Semi-Auto;16473;Petrol;145;49.6;1.4;audi
 Q5;2020;37985;Semi-Auto;10;Petrol;145;32.1;2.0;audi
 A5;2019;25000;Automatic;8571;Diesel;145;46.3;2.0;audi
 Q2;2017;22995;Semi-Auto;5674;Petrol;145;52.3;1.4;audi
 A4;2019;26490;Semi-Auto;4836;Diesel;145;48.7;2.0;audi
 Q3;2017;19995;Manual;29041;Diesel;150;61.4;2.0;audi
 Q2;2017;15991;Manual;6287;Petrol;150;55.4;1.0;audi
 A1;2016;13990;Manual;33500;Petrol;30;55.4;1.4;audi
 A6;2016;22850;Semi-Auto;35750;Diesel;160;51.4;3.0;audi
 Q2;2019;27950;Automatic;4155;Petrol;145;33.2;2.0;audi
 Q5;2019;34990;Semi-Auto;60;Diesel;145;38.2;2.0;audi
 A6;2010;8995;Automatic;69000;Petrol;260;36.2;2.0;audi
 A1;2020;18496;Manual;5566;Petrol;145;48.7;1.0;audi
 A3;2019;23668;Automatic;7141;Petrol;145;41.5;1.5;audi
 A5;2019;30950;Automatic;8955;Diesel;145;44.1;2.0;audi
 Q5;2016;16749;Automatic;85503;Diesel;200;47.1;2.0;audi
 A3;2019;22490;Semi-Auto;14300;Petrol;145;42.2;1.5;audi
 A3;2017;14970;Manual;44151;Diesel;20;65.7;2.0;audi
 A1;2020;22990;Semi-Auto;1192;Petrol;145;44.8;1.5;audi
 A1;2017;14995;Manual;20966;Petrol;150;58.9;1.4;audi
 Q5;2017;39990;Semi-Auto;24550;Petrol;145;34.0;3.0;audi
 A3;2019;24750;Automatic;2500;Diesel;145;52.3;1.6;audi
 A7;2019;35850;Automatic;984;Diesel;145;38.2;3.0;audi
 A3;2018;17971;Semi-Auto;11532;Petrol;145;56.5;1.5;audi
 A1;2017;14300;Manual;16340;Petrol;145;55.4;1.4;audi
 Q7;2017;35991;Semi-Auto;46566;Diesel;205;47.9;3.0;audi
 Q2;2017;16490;Manual;20000;Petrol;125;52.3;1.4;audi
 A1;2015;12800;Manual;36921;Petrol;30;58.9;1.4;audi
 A3;2014;11850;Manual;50900;Diesel;20;68.9;2.0;audi
 A5;2019;27990;Automatic;6845;Diesel;145;50.4;2.0;audi
 A1;2012;7714;Manual;43133;Diesel;0;74.3;1.6;audi
 A1;2019;19990;Manual;5432;Petrol;145;47.9;1.0;audi
 A4;2020;25000;Manual;1000;Petrol;145;42.2;2.0;audi
 A1;2016;11496;Manual;44898;Petrol;30;56.5;1.4;audi
 TT;2019;32888;Automatic;4550;Petrol;145;37.2;2.0;audi
 A4;2018;17300;Manual;24140;Petrol;145;52.3;1.4;audi
 A5;2019;33560;Automatic;8909;Diesel;145;44.8;2.0;audi
 A3;2017;15300;Automatic;26894;Petrol;145;56.5;1.5;audi
 A4;2006;3895;Manual;93000;Diesel;240;43.4;2.0;audi
 A6;2016;19998;Semi-Auto;29067;Diesel;30;61.4;2.0;audi
 Q7;2019;47916;Automatic;8990;Diesel;145;32.8;3.0;audi
 A1;2015;10198;Manual;36910;Petrol;0;67.3;1.0;audi
 A3;2015;10467;Manual;41402;Diesel;20;68.9;2.0;audi
 Q3;2019;25690;Automatic;5195;Diesel;145;48.7;2.0;audi
 A1;2014;10959;Manual;25088;Petrol;125;53.3;1.4;audi
 Q2;2019;23888;Semi-Auto;5257;Diesel;145;46.3;1.6;audi
 TT;2016;15498;Manual;38908;Petrol;145;47.1;1.8;audi
 A6;2015;17500;Automatic;62748;Diesel;150;53.3;3.0;audi
 Q7;2015;29950;Automatic;25956;Diesel;205;47.9;3.0;audi
 Q2;2019;26444;Manual;975;Petrol;145;43.5;1.5;audi
 Q3;2015;16998;Semi-Auto;40858;Diesel;160;50.4;2.0;audi
 A5;2016;16900;Semi-Auto;30275;Petrol;205;42.2;2.0;audi
 A1;2019;19857;Manual;6272;Petrol;145;50.4;1.0;audi
 A1;2016;12250;Manual;10618;Petrol;0;67.3;1.0;audi
 Q5;2019;34596;Semi-Auto;5446;Diesel;145;38.2;2.0;audi
 A5;2019;24888;Automatic;5335;Petrol;145;39.8;2.0;audi
 A6;2018;25000;Automatic;19000;Diesel;145;61.4;2.0;audi
 A5;2017;22998;Semi-Auto;26939;Diesel;145;62.8;2.0;audi
 Q2;2018;18998;Manual;8211;Diesel;150;49.6;1.6;audi
 Q7;2019;49995;Automatic;5558;Diesel;145;33.6;3.0;audi
 A4;2019;26490;Manual;5000;Petrol;145;38.2;2.0;audi
 A5;2017;17980;Manual;21134;Petrol;145;49.6;2.0;audi
 A3;2016;11200;Semi-Auto;66680;Diesel;0;74.3;1.6;audi
 Q3;2020;26888;Manual;4000;Petrol;145;40.9;1.5;audi
 Q5;2018;33990;Semi-Auto;12000;Petrol;145;40.4;2.0;audi
 Q3;2013;14550;Semi-Auto;48627;Petrol;260;36.7;2.0;audi
 Q7;2016;42996;Semi-Auto;44071;Diesel;300;39.2;4.0;audi
 A1;2017;10465;Manual;44330;Diesel;0;76.3;1.6;audi
 Q5;2020;34990;Semi-Auto;6000;Diesel;145;38.2;2.0;audi
 Q3;2015;19750;Automatic;23787;Petrol;205;40.4;2.0;audi
 TT;2016;16499;Manual;16917;Petrol;145;47.1;1.8;audi
 Q3;2016;19500;Automatic;19005;Diesel;150;51.4;2.0;audi
 Q3;2020;27911;Manual;1912;Petrol;145;40.9;1.5;audi
 A1;2017;13995;Manual;15361;Petrol;30;55.4;1.4;audi
 Q5;2016;26999;Semi-Auto;18850;Diesel;200;47.1;2.0;audi
 Q2;2019;19495;Manual;5000;Diesel;145;49.6;1.6;audi
 A7;2017;37500;Semi-Auto;25000;Petrol;145;29.7;4.0;audi
 A3;2019;20990;Semi-Auto;14488;Petrol;145;42.2;1.5;audi
 Q3;2017;16489;Manual;21022;Petrol;145;51.4;1.4;audi
 Q8;2019;53981;Semi-Auto;9432;Diesel;145;33.6;3.0;audi
 A3;2019;20000;Automatic;7093;Petrol;145;44.1;1.0;audi
 Q2;2019;22995;Automatic;2402;Diesel;145;47.9;1.6;audi
 Q3;2016;16500;Manual;41950;Petrol;145;49.6;1.4;audi
 A6;2019;28750;Automatic;5500;Diesel;145;50.4;2.0;audi
 Q5;2019;32500;Automatic;1547;Diesel;145;55.4;2.0;audi
 A1;2018;12495;Manual;37074;Diesel;145;76.4;1.6;audi
 Q2;2018;15710;Manual;30440;Diesel;145;64.2;1.6;audi
 Q2;2019;30990;Automatic;9400;Petrol;145;33.2;2.0;audi
 A6;2017;15490;Manual;34010;Diesel;145;65.7;2.0;audi
 A4;2015;12499;Manual;31879;Diesel;30;65.7;2.0;audi
 A4;2016;14599;Manual;14380;Diesel;0;74.3;2.0;audi
 Q2;2019;26000;Semi-Auto;4000;Petrol;145;42.2;1.5;audi
 TT;2016;37000;Semi-Auto;25529;Petrol;300;34.0;2.5;audi
 A4;2016;13295;Automatic;86910;Diesel;30;67.3;2.0;audi
 A3;2007;8488;Manual;73000;Petrol;325;31.0;2.0;audi
 A3;2017;20450;Semi-Auto;15000;Diesel;145;70.6;1.6;audi
 Q7;2019;42500;Automatic;50;Diesel;145;33.6;3.0;audi
 Q3;2014;11140;Manual;42944;Diesel;145;54.3;2.0;audi
 A3;2017;19995;Manual;17800;Petrol;150;54.3;1.5;audi
 A1;2015;11960;Manual;25026;Petrol;30;58.9;1.4;audi
 Q2;2018;22988;Semi-Auto;11347;Petrol;150;52.3;1.4;audi
 Q3;2019;31495;Manual;4530;Petrol;145;39.8;1.5;audi
 A4;2020;41900;Semi-Auto;4200;Diesel;145;40.9;3.0;audi
 Q3;2015;13300;Manual;54890;Diesel;125;60.1;2.0;audi
 A1;2016;12290;Manual;22990;Petrol;0;67.3;1.0;audi
 A6;2019;33298;Semi-Auto;4899;Diesel;145;47.9;2.0;audi
 Q5;2019;39990;Automatic;6000;Diesel;145;38.2;2.0;audi
 A3;2016;12300;Manual;68829;Diesel;20;67.3;2.0;audi
 A3;2016;10955;Manual;37920;Diesel;20;68.9;2.0;audi
 A6;2016;16700;Manual;28952;Diesel;30;64.2;2.0;audi
 Q2;2019;19991;Manual;3358;Petrol;145;47.1;1.0;audi
 Q3;2019;35480;Semi-Auto;13500;Diesel;150;45.6;2.0;audi
 A1;2019;23495;Manual;1041;Petrol;145;45.6;1.5;audi
 Q3;2015;17990;Semi-Auto;57204;Petrol;200;42.2;2.0;audi
 A1;2019;22900;Semi-Auto;3300;Petrol;150;40.9;2.0;audi
 Q3;2019;28000;Manual;7500;Diesel;145;42.8;2.0;audi
 A1;2015;10470;Manual;47331;Petrol;125;52.3;1.4;audi
 Q3;2016;16995;Manual;25200;Diesel;150;55.4;2.0;audi
 A1;2014;6900;Manual;90000;Diesel;0;74.3;1.6;audi
 Q7;2018;53990;Semi-Auto;16753;Diesel;145;39.2;4.0;audi
 TT;2020;30990;Automatic;1000;Petrol;150;40.9;2.0;audi
 RS6;2017;54995;Automatic;15500;Petrol;325;29.4;4.0;audi
 Q2;2017;19990;Semi-Auto;10253;Petrol;145;52.3;1.4;audi
 Q7;2016;31072;Semi-Auto;47538;Diesel;200;47.9;3.0;audi
 Q2;2019;21005;Manual;5727;Diesel;145;49.6;1.6;audi
 TT;2020;28490;Automatic;80;Petrol;145;38.7;2.0;audi
 A3;2016;17998;Semi-Auto;18487;Diesel;20;72.4;1.6;audi
 A4;2017;14800;Manual;45500;Diesel;20;68.9;2.0;audi
 A3;2020;21600;Manual;1222;Diesel;145;56.5;2.0;audi
 Q3;2019;32990;Semi-Auto;3300;Petrol;145;31.7;2.0;audi
 A5;2019;29495;Automatic;97;Diesel;145;51.4;2.0;audi
